"FID_","ID","NAME","X","Y"
,47," ",46,106.637003,29.714833
,47," ",46,106.637018,29.714790
,48," ",47,106.636933,29.715619
,48," ",47,106.637061,29.715565
,48," ",47,106.637143,29.715501
,48," ",47,106.637209,29.715398
,48," ",47,106.637220,29.715361
,49," ",48,106.636933,29.715619
,49," ",48,106.637058,29.715628
,49," ",48,106.637176,29.715656
,49," ",48,106.637316,29.715729
,49," ",48,106.637360,29.715757
,50," ",49,106.634482,29.716188
,50," ",49,106.634743,29.716978
,51," ",50,106.634743,29.716978
,51," ",50,106.634795,29.717042
,51," ",50,106.634864,29.717093
,51," ",50,106.634937,29.717124
,51," ",50,106.635049,29.717152
,52," ",51,106.634962,29.716000
,52," ",51,106.635244,29.716841
,52," ",51,106.635284,29.716902
,52," ",51,106.635338,29.716945
,52," ",51,106.635435,29.716987
,52," ",51,106.635545,29.717024
,53," ",52,106.635612,29.715842
,53," ",52,106.635876,29.716656
,53," ",52,106.635925,29.716711
,53," ",52,106.635997,29.716765
,53," ",52,106.636089,29.716811
,53," ",52,106.636243,29.716843
,54," ",53,106.636204,29.715933
,54," ",53,106.636681,29.716259
,55," ",54,106.636681,29.716259
,55," ",54,106.637048,29.716510
,55," ",54,106.637103,29.716528
,55," ",54,106.637191,29.716531
,55," ",54,106.637282,29.716538
,55," ",54,106.637382,29.716548
,56," ",55,106.636681,29.716259
,56," ",55,106.636745,29.716398
,56," ",55,106.636757,29.716462
,56," ",55,106.636748,29.716525
,56," ",55,106.636687,29.716620
,56," ",55,106.636632,29.716683
,56," ",55,106.636509,29.716774
,57," ",56,106.635460,29.718014
,57," ",56,106.635305,29.717431
,58," ",57,106.635305,29.717431
,58," ",57,106.635291,29.717312
,58," ",57,106.635290,29.717242
,58," ",57,106.635317,29.717182
,58," ",57,106.635370,29.717122
,58," ",57,106.635502,29.717046
,58," ",57,106.635545,29.717024
,59," ",58,106.635305,29.717431
,59," ",58,106.635267,29.717380
,59," ",58,106.635233,29.717330
,59," ",58,106.635179,29.717282
,59," ",58,106.635123,29.717250
,59," ",58,106.635021,29.717221
,59," ",58,106.634952,29.717212
,59," ",58,106.634860,29.717201
,60," ",59,106.636046,29.717844
,60," ",59,106.635847,29.717215
,61," ",60,106.635847,29.717215
,61," ",60,106.635814,29.717177
,61," ",60,106.635768,29.717122
,61," ",60,106.635700,29.717072
,61," ",60,106.635618,29.717037
,61," ",60,106.635545,29.717024
,62," ",61,106.635847,29.717215
,62," ",61,106.635852,29.717118
,62," ",61,106.635861,29.717065
,62," ",61,106.635877,29.717025
,62," ",61,106.635915,29.716983
,62," ",61,106.635985,29.716923
,62," ",61,106.636028,29.716899
,63," ",62,106.636538,29.717695
,63," ",62,106.636357,29.717100
,64," ",63,106.636357,29.717100
,64," ",63,106.636321,29.717051
,64," ",63,106.636286,29.717003
,64," ",63,106.636263,29.716980
,64," ",63,106.636217,29.716946
,64," ",63,106.636190,29.716931
,64," ",63,106.636123,29.716908
,64," ",63,106.636070,29.716888
,65," ",64,106.636357,29.717100
,65," ",64,106.636370,29.717002
,65," ",64,106.636380,29.716955
,65," ",64,106.636395,29.716920
,65," ",64,106.636427,29.716864
,65," ",64,106.636488,29.716806
,65," ",64,106.636535,29.716767
,66," ",65,106.634627,29.717261
,66," ",65,106.634860,29.717201
,66," ",65,106.635049,29.717152
,66," ",65,106.635545,29.717024
,66," ",65,106.636028,29.716899
,66," ",65,106.636070,29.716888
,66," ",65,106.636243,29.716843
,66," ",65,106.636509,29.716774
,66," ",65,106.636535,29.716767
,66," ",65,106.637382,29.716548
,66," ",65,106.637467,29.716526
,67," ",66,106.637467,29.716526
,67," ",66,106.637618,29.716487
,68," ",67,106.637467,29.716526
,68," ",67,106.637397,29.716608
,68," ",67,106.637318,29.716702
,68," ",67,106.637257,29.716824
,68," ",67,106.636957,29.717659
,69," ",68,106.637874,29.716436
,69," ",68,106.638190,29.716352
,70," ",69,106.637874,29.716436
,70," ",69,106.637813,29.716494
,70," ",69,106.637734,29.716568
,70," ",69,106.637682,29.716666
,71," ",70,106.637874,29.716436
,71," ",70,106.637746,29.716405
,71," ",70,106.637637,29.716325
,71," ",70,106.637529,29.716237
,72," ",71,106.638190,29.716352
,72," ",71,106.638311,29.716383
,72," ",71,106.638463,29.716447
,73," ",72,106.638190,29.716352
,73," ",72,106.638299,29.716262
,73," ",72,106.638372,29.716204
,73," ",72,106.638377,29.716194
,74," ",73,106.637163,29.718129
,74," ",73,106.637707,29.717998
,75," ",74,106.637707,29.717998
,75," ",74,106.637807,29.717922
,75," ",74,106.637919,29.717840
,75," ",74,106.637989,29.717785
,75," ",74,106.638053,29.717709
,76," ",75,106.637707,29.717998
,76," ",75,106.637901,29.718001
,76," ",75,106.638144,29.718031
,76," ",75,106.638170,29.718037
,77," ",76,106.638436,29.719422
,77," ",76,106.638536,29.719482
,77," ",76,106.638609,29.719533
,77," ",76,106.638676,29.719600
,77," ",76,106.638739,29.719674
,78," ",77,106.635902,29.719871
,78," ",77,106.635745,29.719403
,79," ",78,106.635671,29.720146
,79," ",78,106.635815,29.720108
,80," ",79,106.635902,29.719871
,80," ",79,106.635893,29.719947
,80," ",79,106.635875,29.720001
,80," ",79,106.635854,29.720050
,80," ",79,106.635833,29.720083
,80," ",79,106.635815,29.720108
,81," ",80,106.635902,29.719871
,81," ",80,106.635939,29.719907
,81," ",80,106.636000,29.719956
,81," ",80,106.636042,29.719989
,81," ",80,106.636079,29.720001
,81," ",80,106.636153,29.720019
,82," ",81,106.636452,29.719725
,82," ",81,106.636337,29.719315
,83," ",82,106.636452,29.719725
,83," ",82,106.636525,29.719801
,83," ",82,106.636595,29.719834
,83," ",82,106.636677,29.719849
,83," ",82,106.636751,29.719863
,84," ",83,106.636452,29.719725
,84," ",83,106.636443,29.719792
,84," ",83,106.636413,29.719862
,84," ",83,106.636376,29.719907
,84," ",83,106.636322,29.719955
,84," ",83,106.636289,29.719984
,85," ",84,106.636153,29.720019
,85," ",84,106.636289,29.719984
,86," ",85,106.637105,29.719509
,86," ",85,106.636996,29.719154
,87," ",86,106.637460,29.719678
,87," ",86,106.638436,29.719422
,88," ",87,106.637105,29.719509
,88," ",87,106.637190,29.719588
,88," ",87,106.637269,29.719628
,88," ",87,106.637324,29.719652
,88," ",87,106.637460,29.719678
,89," ",88,106.637105,29.719509
,89," ",88,106.637084,29.719570
,89," ",88,106.637045,29.719652
,89," ",88,106.637005,29.719725
,89," ",88,106.636975,29.719767
,89," ",88,106.636919,29.719819
,90," ",89,106.638535,29.719209
,90," ",89,106.638588,29.719234
,91," ",90,106.638436,29.719422
,91," ",90,106.638475,29.719369
,91," ",90,106.638521,29.719272
,91," ",90,106.638535,29.719209
,91," ",90,106.638542,29.719101
,92," ",91,106.637947,29.718927
,92," ",91,106.638017,29.718919
,92," ",91,106.638093,29.718890
,92," ",91,106.638211,29.718797
,92," ",91,106.638383,29.718637
,93," ",92,106.637242,29.718588
,93," ",92,106.637947,29.718927
,93," ",92,106.638535,29.719209
,94," ",93,106.638436,29.719422
,94," ",93,106.638631,29.719360
,94," ",93,106.639059,29.719225
,95," ",94,106.639059,29.719225
,95," ",94,106.639171,29.719161
,95," ",94,106.639235,29.719091
,95," ",94,106.639283,29.718997
,95," ",94,106.639304,29.718862
,96," ",95,106.639059,29.719225
,96," ",95,106.639165,29.719228
,96," ",95,106.639268,29.719252
,96," ",95,106.639381,29.719304
,96," ",95,106.639486,29.719384
,97," ",96,106.636492,29.721024
,97," ",96,106.636237,29.720243
,98," ",97,106.635815,29.720108
,98," ",97,106.636037,29.720049
,99," ",98,106.636037,29.720049
,99," ",98,106.636153,29.720019
,100," ",99,106.636237,29.720243
,100," ",99,106.636170,29.720116
,100," ",99,106.636132,29.720084
,100," ",99,106.636095,29.720065
,100," ",99,106.636037,29.720049
,101," ",100,106.636289,29.719984
,101," ",100,106.636317,29.719977
,102," ",101,106.636237,29.720243
,102," ",101,106.636231,29.720183
,102," ",101,106.636243,29.720122
,102," ",101,106.636276,29.720037
,102," ",101,106.636317,29.719977
,103," ",102,106.636978,29.720906
,103," ",102,106.636698,29.720070
,104," ",103,106.636317,29.719977
,104," ",103,106.636478,29.719934
,105," ",104,106.636478,29.719934
,105," ",104,106.636751,29.719863
,106," ",105,106.636698,29.720070
,106," ",105,106.636644,29.720013
,106," ",105,106.636611,29.719984
,106," ",105,106.636550,29.719955
,106," ",105,106.636478,29.719934
,107," ",106,106.636751,29.719863
,107," ",106,106.636808,29.719848
,108," ",107,106.636808,29.719848
,108," ",107,106.636919,29.719819
,109," ",108,106.636698,29.720070
,109," ",108,106.636711,29.720010
,109," ",108,106.636732,29.719946
,109," ",108,106.636771,29.719885
,109," ",108,106.636808,29.719848
,110," ",109,106.637607,29.720699
,110," ",109,106.637367,29.719982
,111," ",110,106.637367,29.719982
,111," ",110,106.637379,29.719909
,111," ",110,106.637409,29.719806
,111," ",110,106.637460,29.719678
,112," ",111,106.636919,29.719819
,112," ",111,106.637125,29.719765
,113," ",112,106.637125,29.719765
,113," ",112,106.637460,29.719678
,114," ",113,106.637367,29.719982
,114," ",113,106.637291,29.719885
,114," ",113,106.637236,29.719824
,114," ",113,106.637197,29.719791
,114," ",113,106.637125,29.719765
,115," ",114,106.638436,29.719422
,115," ",114,106.638232,29.720133
,116," ",115,106.638232,29.720133
,116," ",115,106.638123,29.720512
,117," ",116,106.638232,29.720133
,117," ",116,106.638369,29.720020
,117," ",116,106.638481,29.719962
,117," ",116,106.638573,29.719941
,117," ",116,106.638649,29.719946
,117," ",116,106.638745,29.719989
,117," ",116,106.638796,29.720029
,117," ",116,106.638906,29.720158
,118," ",117,106.638276,29.721152
,118," ",117,106.638907,29.720961
,119," ",118,106.638907,29.720961
,119," ",118,106.638975,29.720921
,119," ",118,106.639033,29.720885
,119," ",118,106.639066,29.720841
,119," ",118,106.639084,29.720783
,119," ",118,106.639095,29.720709
,120," ",119,106.638907,29.720961
,120," ",119,106.638960,29.720958
,120," ",119,106.639007,29.720956
,120," ",119,106.639037,29.720962
,120," ",119,106.639089,29.720984
,120," ",119,106.639163,29.721034
,120," ",119,106.639224,29.721085
,121," ",120,106.639309,29.720409
,121," ",120,106.639485,29.720354
,122," ",121,106.639309,29.720409
,122," ",121,106.639258,29.720449
,122," ",121,106.639203,29.720491
,122," ",121,106.639145,29.720536
,122," ",121,106.639106,29.720594
,122," ",121,106.639074,29.720648
,123," ",122,106.639309,29.720409
,123," ",122,106.639197,29.720407
,123," ",122,106.639136,29.720401
,123," ",122,106.639087,29.720385
,123," ",122,106.639030,29.720367
,123," ",122,106.638964,29.720328
,124," ",123,106.639485,29.720354
,124," ",123,106.639567,29.720367
,124," ",123,106.639634,29.720391
,124," ",123,106.639716,29.720419
,124," ",123,106.639762,29.720443
,124," ",123,106.639877,29.720501
,125," ",124,106.639485,29.720354
,125," ",124,106.639601,29.720264
,125," ",124,106.639643,29.720203
,125," ",124,106.639683,29.720154
,125," ",124,106.639713,29.720032
,126," ",125,106.639296,29.722451
,126," ",125,106.639441,29.722460
,126," ",125,106.639514,29.722469
,126," ",125,106.639581,29.722493
,126," ",125,106.639648,29.722521
,126," ",125,106.639761,29.722593
,127," ",126,106.637362,29.722651
,127," ",126,106.637159,29.722050
,128," ",127,106.637597,29.722837
,128," ",127,106.637543,29.722834
,128," ",127,106.637202,29.722829
,129," ",128,106.637362,29.722651
,129," ",128,106.637389,29.722694
,129," ",128,106.637429,29.722736
,129," ",128,106.637482,29.722776
,129," ",128,106.637523,29.722806
,129," ",128,106.637597,29.722837
,130," ",129,106.637362,29.722651
,130," ",129,106.637341,29.722694
,130," ",129,106.637315,29.722733
,130," ",129,106.637295,29.722762
,130," ",129,106.637277,29.722784
,130," ",129,106.637254,29.722803
,130," ",129,106.637202,29.722829
,131," ",130,106.637202,29.722829
,131," ",130,106.637154,29.722828
,131," ",130,106.637001,29.722838
,131," ",130,106.636946,29.722826
,131," ",130,106.636888,29.722799
,131," ",130,106.636879,29.722786
,132," ",131,106.636879,29.722786
,132," ",131,106.636835,29.722721
,132," ",131,106.636718,29.722387
,133," ",132,106.636879,29.722786
,133," ",132,106.636849,29.722826
,133," ",132,106.636803,29.722860
,133," ",132,106.636761,29.722884
,133," ",132,106.636718,29.722900
,133," ",132,106.636663,29.722910
,133," ",132,106.636612,29.722913
,134," ",133,106.638027,29.722503
,134," ",133,106.637854,29.721914
,135," ",134,106.637848,29.722850
,135," ",134,106.637734,29.722844
,136," ",135,106.637734,29.722844
,136," ",135,106.637597,29.722837
,137," ",136,106.638027,29.722503
,137," ",136,106.638015,29.722575
,137," ",136,106.637945,29.722670
,137," ",136,106.637906,29.722720
,137," ",136,106.637872,29.722754
,137," ",136,106.637830,29.722786
,137," ",136,106.637781,29.722820
,137," ",136,106.637734,29.722844
,138," ",137,106.638420,29.722692
,138," ",137,106.639296,29.722451
,139," ",138,106.638027,29.722503
,139," ",138,106.638076,29.722554
,139," ",138,106.638146,29.722601
,139," ",138,106.638219,29.722636
,139," ",138,106.638264,29.722657
,139," ",138,106.638420,29.722692
,140," ",139,106.639296,29.722451
,140," ",139,106.639390,29.722363
,140," ",139,106.639457,29.722281
,140," ",139,106.639505,29.722187
,140," ",139,106.639508,29.722178
,141," ",140,106.639508,29.722178
,141," ",140,106.639561,29.722042
,142," ",141,106.639508,29.722178
,142," ",141,106.639633,29.722240
,143," ",142,106.638328,29.721613
,143," ",142,106.639055,29.721959
,144," ",143,106.639055,29.721959
,144," ",143,106.639334,29.722091
,144," ",143,106.639508,29.722178
,145," ",144,106.639055,29.721959
,145," ",144,106.639160,29.721912
,145," ",144,106.639255,29.721843
,145," ",144,106.639318,29.721766
,145," ",144,106.639382,29.721690
,145," ",144,106.639412,29.721632
,146," ",145,106.637877,29.724120
,146," ",145,106.637555,29.723206
,147," ",146,106.637382,29.722979
,147," ",146,106.637669,29.722900
,148," ",147,106.637669,29.722900
,148," ",147,106.637848,29.722850
,149," ",148,106.637555,29.723206
,149," ",148,106.637541,29.723128
,149," ",148,106.637543,29.723087
,149," ",148,106.637547,29.723040
,149," ",148,106.637569,29.722992
,149," ",148,106.637608,29.722943
,149," ",148,106.637669,29.722900
,150," ",149,106.638504,29.723985
,150," ",149,106.638173,29.723004
,151," ",150,106.637848,29.722850
,151," ",150,106.637900,29.722836
,152," ",151,106.638173,29.723004
,152," ",151,106.638138,29.722955
,152," ",151,106.638103,29.722914
,152," ",151,106.638061,29.722881
,152," ",151,106.637959,29.722850
,152," ",151,106.637900,29.722836
,153," ",152,106.638173,29.723004
,153," ",152,106.638167,29.722939
,153," ",152,106.638178,29.722882
,153," ",152,106.638200,29.722826
,153," ",152,106.638257,29.722767
,153," ",152,106.638323,29.722719
,154," ",153,106.637900,29.722836
,154," ",153,106.638323,29.722719
,155," ",154,106.638323,29.722719
,155," ",154,106.638420,29.722692
,156," ",155,106.639059,29.724076
,156," ",155,106.639446,29.723399
,157," ",156,106.639446,29.723399
,157," ",156,106.639666,29.723013
,157," ",156,106.639715,29.722937
,157," ",156,106.639760,29.722895
,157," ",156,106.639803,29.722864
,157," ",156,106.639850,29.722836
,158," ",157,106.639446,29.723399
,158," ",157,106.639572,29.723432
,158," ",157,106.639660,29.723432
,158," ",157,106.639818,29.723432
,158," ",157,106.639912,29.723429
,158," ",157,106.640031,29.723411
,158," ",157,106.640055,29.723402
,159," ",158,106.639578,29.724342
,159," ",158,106.640015,29.724220
,160," ",159,106.640015,29.724220
,160," ",159,106.640091,29.724181
,160," ",159,106.640161,29.724132
,160," ",159,106.640216,29.724062
,160," ",159,106.640253,29.723949
,161," ",160,106.640015,29.724220
,161," ",160,106.640085,29.724226
,161," ",160,106.640167,29.724248
,161," ",160,106.640240,29.724278
,161," ",160,106.640304,29.724312
,161," ",160,106.640402,29.724375
,162," ",161,106.638665,29.725470
,162," ",161,106.638551,29.725103
,163," ",162,106.638665,29.725470
,163," ",162,106.638656,29.725536
,163," ",162,106.638630,29.725598
,163," ",162,106.638601,29.725642
,163," ",162,106.638567,29.725677
,163," ",162,106.638506,29.725719
,164," ",163,106.638665,29.725470
,164," ",163,106.638691,29.725511
,164," ",163,106.638726,29.725543
,164," ",163,106.638778,29.725575
,164," ",163,106.638854,29.725595
,164," ",163,106.638933,29.725606
,165," ",164,106.638238,29.725590
,165," ",164,106.638140,29.725221
,166," ",165,106.638481,29.725727
,166," ",165,106.638506,29.725719
,167," ",166,106.639146,29.724876
,167," ",166,106.639958,29.725254
,167," ",166,106.640013,29.725279
,167," ",166,106.640042,29.725283
,167," ",166,106.640065,29.725285
,167," ",166,106.640137,29.725289
,168," ",167,106.638411,29.726307
,168," ",167,106.638332,29.725999
,169," ",168,106.638141,29.725815
,169," ",168,106.638455,29.725732
,170," ",169,106.638332,29.725999
,170," ",169,106.638332,29.725978
,170," ",169,106.638332,29.725926
,170," ",169,106.638342,29.725873
,170," ",169,106.638373,29.725821
,170," ",169,106.638429,29.725762
,170," ",169,106.638455,29.725732
,171," ",170,106.638786,29.726207
,171," ",170,106.638695,29.725858
,172," ",171,106.638238,29.725590
,172," ",171,106.638263,29.725634
,172," ",171,106.638301,29.725672
,172," ",171,106.638351,29.725701
,172," ",171,106.638404,29.725715
,172," ",171,106.638465,29.725721
,172," ",171,106.638481,29.725727
,173," ",172,106.638455,29.725732
,173," ",172,106.638481,29.725727
,174," ",173,106.638506,29.725719
,174," ",173,106.638789,29.725644
,175," ",174,106.638695,29.725858
,175," ",174,106.638678,29.725835
,176," ",175,106.638678,29.725835
,176," ",175,106.638653,29.725814
,176," ",175,106.638608,29.725780
,176," ",175,106.638561,29.725755
,176," ",175,106.638481,29.725727
,177," ",176,106.638678,29.725835
,177," ",176,106.638686,29.725793
,177," ",176,106.638701,29.725749
,177," ",176,106.638731,29.725705
,177," ",176,106.638778,29.725655
,177," ",176,106.638789,29.725644
,178," ",177,106.639167,29.726107
,178," ",177,106.639056,29.725752
,179," ",178,106.638789,29.725644
,179," ",178,106.638839,29.725631
,180," ",179,106.638839,29.725631
,180," ",179,106.638933,29.725606
,181," ",180,106.639056,29.725752
,181," ",180,106.639017,29.725711
,181," ",180,106.638964,29.725670
,181," ",180,106.638917,29.725652
,181," ",180,106.638839,29.725631
,182," ",181,106.638933,29.725606
,182," ",181,106.639164,29.725545
,183," ",182,106.639056,29.725752
,183," ",182,106.639064,29.725688
,183," ",182,106.639081,29.725647
,183," ",182,106.639117,29.725599
,183," ",182,106.639164,29.725545
,184," ",183,106.639565,29.726003
,184," ",183,106.639476,29.725650
,185," ",184,106.639164,29.725545
,185," ",184,106.639252,29.725522
,186," ",185,106.639476,29.725650
,186," ",185,106.639436,29.725611
,186," ",185,106.639372,29.725559
,186," ",185,106.639293,29.725535
,186," ",185,106.639252,29.725522
,187," ",186,106.639476,29.725650
,187," ",186,106.639472,29.725605
,187," ",186,106.639489,29.725550
,187," ",186,106.639520,29.725498
,187," ",186,106.639602,29.725430
,188," ",187,106.639252,29.725522
,188," ",187,106.639602,29.725430
,189," ",188,106.639993,29.725881
,189," ",188,106.639886,29.725530
,190," ",189,106.639602,29.725430
,190," ",189,106.639648,29.725418
,190," ",189,106.639660,29.725415
,191," ",190,106.639660,29.725415
,191," ",190,106.639738,29.725430
,191," ",190,106.639776,29.725442
,191," ",190,106.639817,29.725466
,191," ",190,106.639849,29.725491
,191," ",190,106.639867,29.725509
,191," ",190,106.639886,29.725530
,192," ",191,106.639886,29.725530
,192," ",191,106.639895,29.725472
,192," ",191,106.639908,29.725441
,192," ",191,106.639934,29.725397
,192," ",191,106.639966,29.725354
,192," ",191,106.640001,29.725325
,193," ",192,106.639660,29.725415
,193," ",192,106.640001,29.725325
,194," ",193,106.640001,29.725325
,194," ",193,106.640137,29.725289
,195," ",194,106.642911,29.724552
,195," ",194,106.643080,29.724552
,195," ",194,106.643201,29.724570
,195," ",194,106.643320,29.724619
,195," ",194,106.643495,29.724727
,196," ",195,106.642911,29.724552
,196," ",195,106.643034,29.724452
,196," ",195,106.643122,29.724355
,196," ",195,106.643177,29.724230
,196," ",195,106.643247,29.724013
,197," ",196,106.641126,29.725029
,197," ",196,106.641412,29.724953
,197," ",196,106.642898,29.724562
,197," ",196,106.642911,29.724552
,198," ",197,106.641126,29.725029
,198," ",197,106.641177,29.725043
,198," ",197,106.641260,29.725072
