"FID_","ID","NAME","X","Y"
,1,0,106.639165,29.705401
,1,0,106.639195,29.705261
,1,0,106.639257,29.705180
,1,0,106.639362,29.705118
,1,0,106.639486,29.705094
,1,0,106.640144,29.705070
,1,0,106.641369,29.704879
,1,0,106.642156,29.704693
,1,0,106.642256,29.704717
,1,0,106.642395,29.704798
,1,0,106.642457,29.704918
,1,0,106.642700,29.705642
,1,0,106.643015,29.706552
,1,0,106.643119,29.706853
,1,0,106.643448,29.707831
,1,0,106.643797,29.708575
,1,0,106.643968,29.708999
,1,0,106.644383,29.708894
,1,0,106.643773,29.707163
,1,0,106.642743,29.704064
,1,0,106.640995,29.704498
,1,0,106.640976,29.704419
,1,0,106.640869,29.704443
,1,0,106.640561,29.703561
,1,0,106.639979,29.703733
,1,0,106.640287,29.704600
,1,0,106.638937,29.704645
,1,0,106.639080,29.705150
,1,0,106.639165,29.705401
,2,1,106.636965,29.705117
,2,1,106.637142,29.705673
,2,1,106.637142,29.705674
,2,1,106.637154,29.705651
,2,1,106.637177,29.705503
,2,1,106.637239,29.705398
,2,1,106.637354,29.705307
,2,1,106.637530,29.705226
,2,1,106.637988,29.705126
,2,1,106.638198,29.705093
,2,1,106.638465,29.705160
,2,1,106.638556,29.705245
,2,1,106.638656,29.705374
,2,1,106.639018,29.706256
,2,1,106.639589,29.708016
,2,1,106.639590,29.708019
,2,1,106.640189,29.709864
,2,1,106.640368,29.710414
,2,1,106.640390,29.710472
,2,1,106.640713,29.711331
,2,1,106.640811,29.711592
,2,1,106.641341,29.713214
,2,1,106.641426,29.713475
,2,1,106.641438,29.713507
,2,1,106.641715,29.714276
,2,1,106.641860,29.714677
,2,1,106.641862,29.714683
,2,1,106.641911,29.714821
,2,1,106.642444,29.716326
,2,1,106.642486,29.716445
,2,1,106.642637,29.716871
,2,1,106.642651,29.716907
,2,1,106.643049,29.717959
,2,1,106.643271,29.718544
,2,1,106.643915,29.720571
,2,1,106.644473,29.722326
,2,1,106.644697,29.722678
,2,1,106.644916,29.723620
,2,1,106.644936,29.723704
,2,1,106.645653,29.725556
,2,1,106.645937,29.726288
,2,1,106.646196,29.727260
,2,1,106.646504,29.728416
,2,1,106.646508,29.728431
,2,1,106.646519,29.728472
,2,1,106.646785,29.728971
,2,1,106.646829,29.729054
,2,1,106.647692,29.731421
,2,1,106.647773,29.731736
,2,1,106.647777,29.731872
,2,1,106.647768,29.731950
,2,1,106.647701,29.732067
,2,1,106.647670,29.732117
,2,1,106.647630,29.732160
,2,1,106.647520,29.732220
,2,1,106.647201,29.732291
,2,1,106.646819,29.732391
,2,1,106.646721,29.732399
,2,1,106.646600,29.732384
,2,1,106.646485,29.732346
,2,1,106.646385,29.732282
,2,1,106.646319,29.732219
,2,1,106.646507,29.732749
,2,1,106.647484,29.732573
,2,1,106.647508,29.732663
,2,1,106.647713,29.732644
,2,1,106.647880,29.732673
,2,1,106.648004,29.732754
,2,1,106.648109,29.732868
,2,1,106.648242,29.733178
,2,1,106.649492,29.735448
,2,1,106.649740,29.735872
,2,1,106.649959,29.736049
,2,1,106.650154,29.736120
,2,1,106.650364,29.736158
,2,1,106.650598,29.736125
,2,1,106.651139,29.735964
,2,1,106.650911,29.735237
,2,1,106.650894,29.735238
,2,1,106.650891,29.735386
,2,1,106.650867,29.735443
,2,1,106.650810,29.735524
,2,1,106.650724,29.735591
,2,1,106.650574,29.735646
,2,1,106.650395,29.735665
,2,1,106.650278,29.735641
,2,1,106.650171,29.735565
,2,1,106.650071,29.735388
,2,1,106.649842,29.734995
,2,1,106.649667,29.734702
,2,1,106.649637,29.734652
,2,1,106.649210,29.733856
,2,1,106.649179,29.733798
,2,1,106.648779,29.733202
,2,1,106.648631,29.732947
,2,1,106.648204,29.731721
,2,1,106.648076,29.731340
,2,1,106.647925,29.730649
,2,1,106.647865,29.730449
,2,1,106.647707,29.729918
,2,1,106.647665,29.729776
,2,1,106.647592,29.729700
,2,1,106.647558,29.729626
,2,1,106.647336,29.729163
,2,1,106.647274,29.729032
,2,1,106.647198,29.728806
,2,1,106.647112,29.728553
,2,1,106.646750,29.727411
,2,1,106.646671,29.727163
,2,1,106.646291,29.726063
,2,1,106.646290,29.726059
,2,1,106.646104,29.725716
,2,1,106.646069,29.725620
,2,1,106.645763,29.724771
,2,1,106.645751,29.724738
,2,1,106.645674,29.724506
,2,1,106.645160,29.722968
,2,1,106.645050,29.722640
,2,1,106.645025,29.722569
,2,1,106.644736,29.721746
,2,1,106.644702,29.721648
,2,1,106.644092,29.719827
,2,1,106.643867,29.719197
,2,1,106.643820,29.718954
,2,1,106.643705,29.718392
