"FID_","ID","X","Y"
,1,102.931473,25.108872
,1,102.932927,25.107814
,1,102.932398,25.107182
,1,102.932304,25.107219
,1,102.931992,25.106889
,1,102.931568,25.106200
,1,102.931775,25.105680
,1,102.932030,25.105369
,1,102.932408,25.105171
,1,102.933078,25.105114
,1,102.934022,25.104991
,1,102.934268,25.104934
,1,102.934476,25.104887
,1,102.934900,25.104831
,1,102.935622,25.104911
,1,102.935686,25.104887
,1,102.935807,25.104799
,1,102.936206,25.104478
,1,102.936865,25.104101
,1,102.937596,25.103643
,1,102.937056,25.103037
,1,102.936885,25.102835
,1,102.937279,25.102533
,1,102.935734,25.100704
,1,102.935880,25.100606
,1,102.935694,25.100394
,1,102.935200,25.100777
,1,102.935112,25.100814
,1,102.934979,25.100817
,1,102.934885,25.100779
,1,102.934806,25.100703
,1,102.934773,25.100626
,1,102.934767,25.100533
,1,102.934776,25.100474
,1,102.934808,25.100419
,1,102.935358,25.100010
,1,102.935117,25.099735
,1,102.934951,25.099849
,1,102.934669,25.100101
,1,102.934453,25.100240
,1,102.934133,25.100399
,1,102.934020,25.100427
,1,102.933177,25.100613
,1,102.932648,25.100732
,1,102.931798,25.100769
,1,102.931634,25.100736
,1,102.931528,25.100674
,1,102.931426,25.100513
,1,102.931411,25.100389
,1,102.931462,25.100243
,1,102.932035,25.099717
,1,102.932754,25.099195
,1,102.933302,25.098845
,1,102.933729,25.098633
,1,102.933886,25.098575
,1,102.934005,25.098547
,1,102.934125,25.098563
,1,102.932524,25.096787
,1,102.931853,25.096056
,1,102.931398,25.095509
,1,102.930900,25.094905
,1,102.930282,25.094161
,1,102.928394,25.095517
,1,102.929984,25.097399
,1,102.931498,25.096310
,1,102.932037,25.097023
,1,102.929627,25.098851
,1,102.929272,25.099162
,1,102.928926,25.099907
,1,102.928883,25.100625
,1,102.929134,25.101256
,1,102.929973,25.102295
,1,102.930423,25.102667
,1,102.930994,25.102857
,1,102.931617,25.102831
,1,102.932560,25.102667
,1,102.934204,25.102381
,1,102.934481,25.102407
,1,102.934593,25.102537
,1,102.934784,25.103030
,1,102.934741,25.103307
,1,102.934602,25.103368
,1,102.933867,25.103368
,1,102.933244,25.103402
,1,102.932699,25.103471
,1,102.932110,25.103549
,1,102.931591,25.103662
,1,102.931712,25.104856
,1,102.931643,25.104916
,1,102.931496,25.104925
,1,102.930380,25.104527
,1,102.929982,25.105366
,1,102.929584,25.106327
,1,102.929463,25.106828
,1,102.929298,25.107218
,1,102.929082,25.107287
,1,102.928883,25.107252
,1,102.928649,25.107166
,1,102.928424,25.107010
,1,102.928390,25.106880
,1,102.928407,25.106681
,1,102.928883,25.105721
,1,102.929394,25.104579
,1,102.929601,25.104094
,1,102.929662,25.103601
,1,102.929402,25.102944
,1,102.928568,25.101899
,1,102.928030,25.101514
,1,102.927384,25.101314
,1,102.926538,25.101299
,1,102.925769,25.101529
,1,102.923085,25.103376
,1,102.922626,25.102816
,1,102.923956,25.101845
,1,102.922394,25.100078
,1,102.922116,25.100056
,1,102.920263,25.101411
,1,102.924105,25.105880
,1,102.924204,25.105619
,1,102.924284,25.105505
,1,102.924419,25.105348
,1,102.924631,25.105121
,1,102.925372,25.104505
,1,102.926597,25.103683
,1,102.926855,25.103605
,1,102.927021,25.103630
,1,102.927137,25.103693
,1,102.927225,25.103805
,1,102.927240,25.103941
,1,102.927196,25.104228
,1,102.927006,25.104735
,1,102.926597,25.105484
,1,102.926330,25.105961
,1,102.926184,25.106195
,1,102.925989,25.106399
,1,102.925804,25.106560
,1,102.925473,25.106730
,1,102.925255,25.106817
,1,102.924998,25.106919
,1,102.927942,25.110343
,1,102.928574,25.109905
,1,102.929461,25.109337
,1,102.930038,25.110023
,1,102.931511,25.108957
,1,102.931473,25.108872
,2,102.946633,25.115486
,2,102.949561,25.118810
,2,102.949667,25.118746
,2,102.951154,25.120504
,2,102.951101,25.120552
,2,102.952153,25.121789
,2,102.953305,25.120918
,2,102.952795,25.120207
,2,102.952163,25.119458
,2,102.952254,25.119490
,2,102.952328,25.119506
,2,102.952402,25.119490
,2,102.952471,25.119458
,2,102.952540,25.119399
,2,102.952583,25.119336
,2,102.952599,25.119261
,2,102.952588,25.119192
,2,102.952572,25.119123
,2,102.952891,25.118895
,2,102.952986,25.118932
,2,102.953077,25.118932
,2,102.953167,25.118916
,2,102.953241,25.118895
,2,102.953305,25.118842
,2,102.953368,25.118788
,2,102.950629,25.115601
,2,102.949993,25.114896
,2,102.949448,25.114275
,2,102.948969,25.113725
,2,102.946633,25.115486
