"FID_","ID","X","Y"
,1,116.387744,39.767201
,1,116.387778,39.767204
,1,116.387791,39.767152
,1,116.387809,39.767102
,1,116.387833,39.767054
,1,116.387862,39.767009
,1,116.387896,39.766968
,1,116.387934,39.766930
,1,116.387977,39.766898
,1,116.388023,39.766870
,1,116.388071,39.766848
,1,116.388122,39.766831
,1,116.388201,39.766817
,1,116.388281,39.766808
,1,116.388361,39.766805
,1,116.388442,39.766809
,1,116.388522,39.766818
,1,116.388601,39.766834
,1,116.388678,39.766855
,1,116.388754,39.766882
,1,116.388796,39.766909
,1,116.388834,39.766941
,1,116.388868,39.766977
,1,116.388898,39.767017
,1,116.388923,39.767060
,1,116.388942,39.767106
,1,116.388956,39.767153
,1,116.389581,39.769140
,1,116.389896,39.769071
,1,116.389327,39.767076
,1,116.389300,39.767006
,1,116.389266,39.766938
,1,116.389227,39.766874
,1,116.389181,39.766814
,1,116.389130,39.766758
,1,116.389075,39.766707
,1,116.389014,39.766662
,1,116.388950,39.766622
,1,116.388882,39.766589
,1,116.388812,39.766562
,1,116.388739,39.766542
,1,116.388665,39.766528
,1,116.388590,39.766522
,1,116.387794,39.766495
,1,116.387744,39.767201
,2,116.387501,39.770611
,2,116.387539,39.770558
,2,116.387582,39.770509
,2,116.387630,39.770465
,2,116.387681,39.770426
,2,116.387737,39.770392
,2,116.387795,39.770363
,2,116.387856,39.770341
,2,116.387978,39.770325
,2,116.389217,39.770368
,2,116.389334,39.770407
,2,116.389419,39.770469
,2,116.389481,39.770533
,2,116.389521,39.770591
,2,116.389560,39.770024
,2,116.389520,39.770069
,2,116.389452,39.770102
,2,116.389374,39.770118
,2,116.387780,39.770048
,2,116.387708,39.770032
,2,116.387644,39.769987
,2,116.387590,39.769927
,2,116.387554,39.769871
,2,116.387501,39.770611
,3,116.387186,39.775046
,3,116.387290,39.774867
,3,116.387439,39.774729
,3,116.387569,39.774669
,3,116.387699,39.774642
,3,116.387818,39.774628
,3,116.387910,39.773669
,3,116.387962,39.773569
,3,116.388035,39.773480
,3,116.388189,39.773393
,3,116.388311,39.773355
,3,116.388460,39.773339
,3,116.388999,39.773361
,3,116.389143,39.773412
,3,116.389243,39.773474
,3,116.389313,39.773549
,3,116.389370,39.772729
,3,116.389328,39.772776
,3,116.389257,39.772817
,3,116.389167,39.772860
,3,116.389064,39.772890
,3,116.387344,39.772814
,3,116.387186,39.775046
,4,116.387045,39.777023
,4,116.387056,39.776967
,4,116.387074,39.776913
,4,116.387097,39.776861
,4,116.387126,39.776812
,4,116.387159,39.776766
,4,116.387198,39.776724
,4,116.387241,39.776686
,4,116.387288,39.776654
,4,116.387338,39.776626
,4,116.387390,39.776604
,4,116.387445,39.776588
,4,116.387501,39.776578
,4,116.388696,39.776625
,4,116.388749,39.776631
,4,116.388801,39.776643
,4,116.388850,39.776661
,4,116.388898,39.776685
,4,116.388942,39.776714
,4,116.388983,39.776748
,4,116.389020,39.776786
,4,116.389052,39.776829
,4,116.389079,39.776874
,4,116.389121,39.776268
,4,116.389072,39.776343
,4,116.388942,39.776430
,4,116.388794,39.776473
,4,116.388729,39.776480
,4,116.387645,39.776426
,4,116.387519,39.776405
,4,116.387371,39.776343
,4,116.387280,39.776285
,4,116.387194,39.776192
,4,116.387161,39.776105
,4,116.387126,39.775884
,4,116.387045,39.777023
,5,116.388345,39.787233
,5,116.388823,39.787248
,5,116.388765,39.787171
,5,116.388708,39.787082
,5,116.388661,39.786916
,5,116.388708,39.786123
,5,116.388717,39.786080
,5,116.388761,39.786012
,5,116.388820,39.785973
,5,116.388914,39.785932
,5,116.388998,39.785889
,5,116.389018,39.785574
,5,116.389213,39.785579
,5,116.389230,39.785115
,5,116.389206,39.785093
,5,116.389180,39.785047
,5,116.389238,39.784390
,5,116.389349,39.784394
,5,116.389389,39.783787
,5,116.389293,39.783786
,5,116.389309,39.783467
,5,116.389183,39.783460
,5,116.389187,39.783236
,5,116.389099,39.783228
,5,116.389044,39.783204
,5,116.388980,39.783159
,5,116.388949,39.783119
,5,116.388970,39.782808
,5,116.389011,39.782767
,5,116.389079,39.782721
,5,116.389143,39.782687
,5,116.388671,39.782675
,5,116.388549,39.784375
,5,116.388497,39.785102
,5,116.388345,39.787233
,6,116.386496,39.784988
,6,116.386537,39.784939
,6,116.386584,39.784895
,6,116.386634,39.784856
,6,116.386689,39.784823
,6,116.386746,39.784797
,6,116.386807,39.784776
,6,116.386869,39.784762
,6,116.386933,39.784755
,6,116.388071,39.784796
,6,116.388131,39.784807
,6,116.388189,39.784825
,6,116.388244,39.784849
,6,116.388297,39.784879
,6,116.388346,39.784915
,6,116.388391,39.784955
,6,116.388432,39.785000
,6,116.388467,39.785049
,6,116.388497,39.785102
,6,116.388549,39.784375
,6,116.388517,39.784424
,6,116.388479,39.784470
,6,116.388436,39.784512
,6,116.388390,39.784549
,6,116.388340,39.784581
,6,116.388287,39.784608
,6,116.388232,39.784630
,6,116.388175,39.784645
,6,116.388116,39.784655
,6,116.387009,39.784614
,6,116.386947,39.784608
,6,116.386886,39.784594
,6,116.386827,39.784575
,6,116.386770,39.784549
,6,116.386717,39.784518
,6,116.386667,39.784481
,6,116.386621,39.784439
,6,116.386579,39.784392
,6,116.386543,39.784341
,6,116.386496,39.784988
,7,116.386290,39.787824
,7,116.386331,39.787774
,7,116.386377,39.787729
,7,116.386428,39.787690
,7,116.386483,39.787657
,7,116.386541,39.787630
,7,116.386602,39.787609
,7,116.386665,39.787595
,7,116.386728,39.787588
,7,116.386793,39.787588
,7,116.387959,39.787633
,7,116.388015,39.787646
,7,116.388071,39.787666
,7,116.388123,39.787691
,7,116.388172,39.787723
,7,116.388217,39.787760
,7,116.388257,39.787802
,7,116.388292,39.787848
,7,116.388341,39.787285
,7,116.388294,39.787326
,7,116.388244,39.787362
,7,116.388190,39.787394
,7,116.388134,39.787420
,7,116.388075,39.787440
,7,116.388014,39.787454
,7,116.387953,39.787463
,7,116.386787,39.787427
,7,116.386731,39.787422
,7,116.386676,39.787410
,7,116.386623,39.787393
,7,116.386572,39.787370
,7,116.386523,39.787342
,7,116.386478,39.787309
,7,116.386437,39.787271
,7,116.386400,39.787229
,7,116.386367,39.787183
,7,116.386340,39.787134
,7,116.386290,39.787824
,8,116.385742,39.795353
,8,116.386634,39.795386
,8,116.386866,39.795359
,8,116.386959,39.795338
,8,116.387880,39.794975
,8,116.388140,39.794903
,8,116.388143,39.794849
,8,116.388179,39.794301
,8,116.388339,39.791786
,8,116.388364,39.791399
,8,116.388438,39.790244
,8,116.388475,39.790177
,8,116.388518,39.790113
,8,116.388566,39.790053
,8,116.388619,39.789998
,8,116.388676,39.789948
,8,116.388738,39.789902
,8,116.388804,39.789862
,8,116.388873,39.789828
,8,116.388944,39.789800
,8,116.389018,39.789779
,8,116.389093,39.789764
,8,116.389169,39.789755
,8,116.389246,39.789753
,8,116.388134,39.789696
,8,116.388064,39.790732
,8,116.388014,39.791484
,8,116.387820,39.794376
,8,116.387809,39.794421
,8,116.387761,39.794462
,8,116.387200,39.794698
,8,116.387131,39.794715
,8,116.387060,39.794725
,8,116.386988,39.794728
,8,116.386917,39.794723
,8,116.386846,39.794712
,8,116.386777,39.794693
,8,116.386710,39.794668
,8,116.386646,39.794636
,8,116.386586,39.794598
,8,116.386529,39.794554
,8,116.386478,39.794505
,8,116.386431,39.794450
,8,116.386417,39.794401
,8,116.386409,39.794350
,8,116.386406,39.794299
,8,116.386407,39.794248
,8,116.386413,39.794197
,8,116.386461,39.793615
,8,116.386394,39.793609
,8,116.386329,39.793595
,8,116.386265,39.793575
,8,116.386204,39.793548
,8,116.386146,39.793515
,8,116.386092,39.793476
,8,116.386042,39.793431
,8,116.385998,39.793381
,8,116.385958,39.793327
,8,116.385925,39.793270
,8,116.385898,39.793209
,8,116.385742,39.795353
,9,116.386035,39.791327
,9,116.386076,39.791296
,9,116.386120,39.791270
,9,116.386167,39.791249
,9,116.386215,39.791233
,9,116.386266,39.791223
,9,116.386316,39.791218
,9,116.386367,39.791219
,9,116.386419,39.791225
,9,116.387663,39.791289
,9,116.387720,39.791300
,9,116.387777,39.791317
,9,116.387831,39.791340
,9,116.387882,39.791368
,9,116.387930,39.791402
,9,116.387974,39.791441
,9,116.388014,39.791484
,9,116.388064,39.790732
