"FID_","ID","NAME","X","Y"
,1,114.200430,30.769518
,1,114.201465,30.770540
,2,114.199038,30.771705
,2,114.201417,30.769893
,3,114.201961,30.770214
,3,114.201387,30.769645
,3,114.200899,30.769161
,4,114.199962,30.769870
,4,114.201814,30.771731
,5,114.201421,30.770187
,5,114.202483,30.771223
,6,114.199600,30.772240
,6,114.201974,30.770433
,7,114.199484,30.770223
,7,114.200537,30.771258
,8,114.201086,30.770428
,8,114.202130,30.771468
,9,114.199996,30.770975
,9,114.200002,30.770921
,9,114.200003,30.770866
,9,114.199999,30.770812
,9,114.199990,30.770758
,9,114.199975,30.770706
,10,114.201769,30.769946
,10,114.202260,30.770433
,10,114.202840,30.771008
,11,114.201013,30.771165
,11,114.201025,30.771119
,11,114.201032,30.771073
,11,114.201033,30.771026
,11,114.201029,30.770979
,11,114.201019,30.770933
,12,114.201013,30.771165
,12,114.201100,30.771165
,12,114.201186,30.771173
,12,114.201271,30.771187
,13,114.200554,30.771514
,13,114.200561,30.771463
,13,114.200563,30.771411
,13,114.200560,30.771359
,13,114.200551,30.771308
,13,114.200537,30.771258
,14,114.199622,30.771573
,14,114.199600,30.771534
,14,114.199585,30.771493
,14,114.199575,30.771449
,14,114.199572,30.771405
,14,114.199575,30.771360
,14,114.199585,30.771317
,14,114.199601,30.771275
,15,114.199203,30.771579
,15,114.199386,30.771546
,15,114.199554,30.771562
,15,114.199622,30.771573
,16,114.199659,30.771619
,16,114.199640,30.771597
,16,114.199622,30.771573
,17,114.199622,30.771573
,17,114.200329,30.771685
,18,114.200329,30.771685
,18,114.200477,30.771708
,19,114.200477,30.771708
,19,114.200612,30.771730
,20,114.200477,30.771708
,20,114.200522,30.771711
,20,114.200567,30.771718
,20,114.200612,30.771730
,21,114.198625,30.771721
,21,114.198693,30.771732
,21,114.198763,30.771738
,21,114.198832,30.771738
,21,114.198902,30.771733
,21,114.198970,30.771721
,21,114.199038,30.771705
,22,114.200203,30.771781
,22,114.200253,30.771755
,22,114.200307,30.771733
,22,114.200362,30.771719
,22,114.200419,30.771710
,22,114.200477,30.771708
,23,114.199659,30.771619
,23,114.202145,30.774059
,23,114.202572,30.774478
,23,114.202908,30.774808
,23,114.203089,30.774986
,23,114.203535,30.775423
,23,114.204889,30.776752
,23,114.205154,30.777012
,23,114.205254,30.777110
,24,114.200612,30.771730
,24,114.201662,30.772084
,25,114.199026,30.772124
,25,114.199008,30.772073
,25,114.198996,30.772020
,25,114.198989,30.771967
,25,114.198988,30.771913
,25,114.198992,30.771859
,25,114.199002,30.771806
,25,114.199017,30.771754
,25,114.199038,30.771705
,26,114.199600,30.772240
,26,114.199533,30.772255
,26,114.199464,30.772264
,26,114.199395,30.772268
,26,114.199326,30.772265
,26,114.199258,30.772256
,26,114.199190,30.772242
,26,114.199124,30.772222
,27,114.196577,30.772237
,27,114.196663,30.772322
,27,114.197547,30.773191
,27,114.201596,30.777220
,27,114.203415,30.779009
,27,114.205720,30.781277
,27,114.205835,30.781390
,27,114.206453,30.781994
,27,114.209864,30.785327
,27,114.210171,30.785625
,27,114.210187,30.785641
,27,114.213865,30.789218
,27,114.216882,30.792171
,27,114.217756,30.793027
,27,114.219808,30.795054
,27,114.220732,30.795966
,28,114.199584,30.772670
,28,114.199563,30.772618
,28,114.199548,30.772564
,28,114.199540,30.772509
,28,114.199539,30.772453
,28,114.199544,30.772397
,28,114.199556,30.772343
,28,114.199575,30.772290
,28,114.199600,30.772240
,29,114.201932,30.774519
,29,114.202085,30.774402
,29,114.202459,30.774118
,29,114.202815,30.773846
,29,114.203089,30.773637
,29,114.203239,30.773523
,29,114.203547,30.773288
,29,114.203693,30.773176
,29,114.203889,30.773027
,29,114.204016,30.772930
,29,114.204243,30.772757
,30,114.202900,30.774515
,30,114.203166,30.774315
,30,114.203411,30.774131
,30,114.203688,30.773923
,30,114.203888,30.773772
,30,114.203994,30.773692
,30,114.204182,30.773551
,30,114.204316,30.773450
,30,114.204663,30.773190
,31,114.204969,30.777619
,31,114.205270,30.777392
,31,114.205616,30.777133
,31,114.205942,30.776887
,31,114.206248,30.776656
,31,114.206570,30.776415
,31,114.206727,30.776297
,31,114.206928,30.776145
,32,114.207057,30.776266
,32,114.207227,30.776433
,32,114.207352,30.776557
,32,114.207633,30.776834
,32,114.207756,30.776956
,32,114.208020,30.777215
,32,114.208163,30.777356
,32,114.208444,30.777633
,32,114.208545,30.777733
,32,114.208839,30.778022
,32,114.208966,30.778148
,32,114.209134,30.778313
,32,114.209290,30.778467
,32,114.209436,30.778611
,33,114.205982,30.776987
,33,114.206198,30.777201
,33,114.206313,30.777314
,33,114.206675,30.777672
,33,114.207091,30.778084
,33,114.207471,30.778459
,33,114.207894,30.778878
,33,114.208268,30.779248
,33,114.208445,30.779423
,34,114.207564,30.780477
,34,114.207707,30.780350
