"FID_","ID","X","Y"
,1,113.217123,28.200988
,1,113.217114,28.200865
,1,113.217052,28.200755
,1,113.216946,28.200658
,1,113.216786,28.200593
,1,113.216604,28.200593
,2,113.217181,28.200247
,2,113.217139,28.200369
,2,113.217085,28.200442
,2,113.217007,28.200504
,2,113.216857,28.200579
,2,113.216786,28.200593
,3,113.216786,28.200593
,3,113.217152,28.200614
,3,113.217565,28.200637
,3,113.218491,28.200668
,3,113.218730,28.200757
,3,113.218865,28.200868
,3,113.218962,28.201015
,3,113.219018,28.201184
,4,113.217181,28.200247
,4,113.217202,28.200354
,4,113.217243,28.200445
,4,113.217328,28.200528
,4,113.217405,28.200584
,4,113.217505,28.200621
,4,113.217565,28.200637
,5,113.218491,28.200668
,5,113.218615,28.200657
,5,113.218732,28.200613
,5,113.218840,28.200555
,5,113.218941,28.200462
,5,113.219020,28.200343
,5,113.219049,28.200266
,5,113.219087,28.200062
,6,113.219407,28.194718
,6,113.219307,28.195309
,6,113.219222,28.195618
,6,113.219141,28.195877
,6,113.218983,28.196259
,6,113.218856,28.196496
,6,113.218705,28.196774
,6,113.218458,28.197125
,6,113.218177,28.197524
,6,113.217891,28.197945
,6,113.217648,28.198305
,6,113.217467,28.198591
,6,113.217355,28.198869
,6,113.217266,28.199170
,6,113.217240,28.199274
,7,113.218177,28.197524
,7,113.218078,28.197602
,7,113.218001,28.197652
,7,113.217872,28.197678
,7,113.217735,28.197672
,7,113.217629,28.197649
,7,113.217517,28.197577
,7,113.217428,28.197485
,7,113.217384,28.197398
,7,113.217355,28.197280
,8,113.217355,28.197280
,8,113.217332,28.197432
,8,113.217289,28.197510
,8,113.217251,28.197552
,8,113.217166,28.197606
,8,113.217038,28.197645
,8,113.216876,28.197637
,9,113.217735,28.197672
,9,113.217335,28.197657
,10,113.217335,28.197657
,10,113.217038,28.197645
,11,113.217038,28.197645
,11,113.217114,28.197681
,11,113.217177,28.197714
,11,113.217229,28.197772
,11,113.217283,28.197849
,11,113.217310,28.197905
,11,113.217320,28.197922
,12,113.218412,28.193914
,12,113.218329,28.193992
,12,113.218250,28.194034
,12,113.218171,28.194063
,12,113.218082,28.194080
,12,113.217951,28.194079
,12,113.217872,28.194053
,12,113.217777,28.194015
,12,113.217706,28.193955
,12,113.217658,28.193905
,12,113.217613,28.193820
,12,113.217592,28.193754
,12,113.217575,28.193676
,13,113.217575,28.193676
,13,113.217557,28.193791
,13,113.217532,28.193857
,13,113.217482,28.193918
,13,113.217415,28.193972
,13,113.217343,28.194007
,13,113.217266,28.194034
,13,113.217227,28.194042
,13,113.217114,28.194032
,14,113.217227,28.194042
,14,113.217552,28.194061
,15,113.217552,28.194061
,15,113.217625,28.194065
,15,113.217951,28.194079
,16,113.217227,28.194042
,16,113.217322,28.194082
,16,113.217384,28.194121
,16,113.217432,28.194158
,16,113.217480,28.194217
,16,113.217511,28.194277
,16,113.217530,28.194322
,16,113.217532,28.194401
,17,113.217690,28.191928
,17,113.217679,28.191859
,17,113.217644,28.191776
,17,113.217611,28.191730
,17,113.217548,28.191681
,17,113.217494,28.191647
,17,113.217459,28.191641
,18,113.217729,28.191314
,18,113.217698,28.191406
,18,113.217638,28.191471
,18,113.217561,28.191535
,18,113.217486,28.191570
,18,113.217462,28.191568
,19,113.219647,28.190905
,19,113.219608,28.191296
,19,113.219519,28.191759
,20,113.219519,28.191759
,20,113.219515,28.191778
,20,113.219411,28.192156
,20,113.219232,28.192597
,20,113.219114,28.192838
,20,113.218944,28.193124
,20,113.218682,28.193525
,20,113.218412,28.193914
,20,113.217908,28.194655
,20,113.217716,28.194944
,20,113.217627,28.195119
,20,113.217573,28.195254
,20,113.217513,28.195462
,20,113.217451,28.195783
,21,113.217953,28.187703
,21,113.217984,28.187985
,21,113.218042,28.188224
,21,113.218092,28.188394
,21,113.218443,28.189080
,21,113.218505,28.189207
,21,113.218690,28.189560
,21,113.218950,28.190053
,21,113.219103,28.190345
,21,113.219201,28.190560
,21,113.219326,28.190880
,21,113.219406,28.191126
,21,113.219467,28.191431
,21,113.219506,28.191619
,21,113.219519,28.191759
,22,113.219519,28.191759
,22,113.219533,28.191918
,22,113.219548,28.192241
,22,113.219554,28.192445
,23,113.218690,28.189560
,23,113.218616,28.189471
,23,113.218535,28.189415
,23,113.218452,28.189382
,23,113.218370,28.189351
,23,113.218277,28.189349
,23,113.218163,28.189363
,23,113.218061,28.189403
,23,113.217964,28.189478
,23,113.217895,28.189559
,23,113.217843,28.189656
,23,113.217822,28.189767
,24,113.217903,28.188532
,24,113.217879,28.188620
,24,113.217837,28.188680
,24,113.217750,28.188755
,24,113.217696,28.188791
,24,113.217661,28.188805
,24,113.217635,28.188803
,25,113.217872,28.189165
,25,113.217853,28.189079
,25,113.217808,28.189000
,25,113.217767,28.188938
,25,113.217696,28.188888
,25,113.217630,28.188857
,26,113.218055,28.186110
,26,113.218078,28.186028
,26,113.218123,28.185951
,26,113.218181,28.185881
,26,113.218252,28.185828
,26,113.218367,28.185774
,26,113.218426,28.185758
,26,113.218437,28.185755
,26,113.218608,28.185755
,26,113.218726,28.185794
,26,113.218812,28.185847
,26,113.218902,28.185925
,27,113.218180,28.184049
,27,113.218209,28.184421
,27,113.218306,28.184759
,27,113.218471,28.185131
,27,113.218902,28.185925
,27,113.219163,28.186432
,27,113.219415,28.186968
,27,113.219525,28.187265
,27,113.219644,28.187684
,27,113.219712,28.188036
,27,113.219754,28.188363
,27,113.219774,28.188837
,28,113.218404,28.180480
,28,113.218435,28.180658
,28,113.218500,28.180758
,28,113.218606,28.180848
,28,113.218768,28.180916
,28,113.219693,28.180962
,28,113.219832,28.180997
,28,113.219968,28.181062
,28,113.220078,28.181152
,28,113.220244,28.181369
,29,113.218768,28.180916
,29,113.218684,28.180932
,29,113.218574,28.180974
,29,113.218480,28.181036
,29,113.218406,28.181126
,29,113.218350,28.181275
,30,113.219693,28.180962
,30,113.219806,28.180952
,30,113.219952,28.180900
,30,113.220058,28.180845
,30,113.220149,28.180761
,30,113.220283,28.180596
,31,113.217152,28.200614
,31,113.217123,28.200988
,31,113.216880,28.204819
,31,113.216834,28.205683
,31,113.216907,28.205869
,31,113.217027,28.205988
,31,113.217154,28.206038
,31,113.217243,28.206056
,31,113.217876,28.206071
,31,113.218288,28.206063
,31,113.218435,28.206006
,31,113.218636,28.205894
,31,113.218721,28.205782
,32,113.218663,28.206743
,32,113.218721,28.205782
,32,113.218825,28.204219
,32,113.218975,28.201746
,32,113.219018,28.201184
,32,113.219087,28.200062
,32,113.219269,28.197172
,32,113.219407,28.194718
,32,113.219554,28.192445
,32,113.219647,28.190905
,32,113.219774,28.188837
,32,113.219978,28.185770
,32,113.220017,28.185191
,32,113.220244,28.181369
,32,113.220245,28.181352
,32,113.220283,28.180596
,32,113.220441,28.178068
,32,113.220453,28.177883
,32,113.220529,28.176828
,33,113.216604,28.200593
,33,113.216417,28.200583
,33,113.215919,28.200544
,33,113.215641,28.200519
,33,113.215375,28.200502
,33,113.215221,28.200491
,34,113.215221,28.200491
,34,113.214929,28.200468
,34,113.214735,28.200469
,34,113.214661,28.200491
,34,113.214605,28.200547
,34,113.214565,28.200605
,34,113.214555,28.200698
,34,113.214570,28.200754
,34,113.214628,28.200829
,34,113.214744,28.200899
,34,113.214790,28.200907
,34,113.215220,28.200932
,34,113.215253,28.200929
,34,113.215298,28.200907
,34,113.215369,28.200852
,34,113.215414,28.200783
,34,113.215420,28.200714
,34,113.215399,28.200624
,34,113.215343,28.200552
,34,113.215269,28.200507
,34,113.215221,28.200491
,35,113.215641,28.200519
,35,113.215558,28.200564
,35,113.215503,28.200604
,35,113.215466,28.200641
,35,113.215436,28.200689
,35,113.215420,28.200714
,36,113.214555,28.200698
,36,113.214544,28.200974
,36,113.214536,28.201078
,36,113.214545,28.201103
,36,113.214637,28.201215
,36,113.214711,28.201266
,36,113.214755,28.201278
,36,113.215076,28.201295
,36,113.215190,28.201297
,36,113.215245,28.201288
,36,113.215317,28.201249
,36,113.215377,28.201186
,36,113.215400,28.201143
,36,113.215414,28.200783
,37,113.214536,28.201078
,37,113.214515,28.201460
,37,113.214591,28.201557
,37,113.214682,28.201626
,37,113.214753,28.201642
,37,113.215151,28.201658
,37,113.215225,28.201649
,37,113.215324,28.201589
,37,113.215377,28.201521
,37,113.215400,28.201143
,38,113.214515,28.201460
,38,113.214493,28.201827
,38,113.214556,28.201907
,38,113.214637,28.201980
,38,113.214719,28.202006
,38,113.215156,28.202025
,38,113.215223,28.202006
,38,113.215301,28.201962
,38,113.215358,28.201891
,38,113.215377,28.201521
,39,113.214493,28.201827
,39,113.214483,28.202189
,39,113.214527,28.202271
,39,113.214608,28.202341
,39,113.214684,28.202371
,39,113.215123,28.202394
,39,113.215209,28.202375
,39,113.215299,28.202310
,39,113.215337,28.202234
,39,113.215346,28.202087
,39,113.215358,28.201891
,40,113.216216,28.200325
,40,113.216164,28.200455
,40,113.216032,28.200532
,40,113.215919,28.200544
,40,113.215767,28.200510
,40,113.215676,28.200422
,40,113.215657,28.200335
,40,113.215702,28.199498
,40,113.215741,28.199417
,40,113.215825,28.199355
,40,113.215932,28.199322
,40,113.216022,28.199323
,40,113.216176,28.199421
,40,113.216250,28.199526
,40,113.216258,28.199553
,41,113.215932,28.199322
,41,113.215432,28.199287
,41,113.215358,28.199321
,41,113.215266,28.199416
,41,113.215245,28.199497
,41,113.215217,28.199924
,41,113.215196,28.200311
,41,113.215228,28.200380
,41,113.215285,28.200440
,41,113.215332,28.200471
,41,113.215375,28.200502
,42,113.214929,28.200468
,42,113.214793,28.200359
,42,113.214766,28.200287
,42,113.214769,28.200073
,42,113.214802,28.199431
,42,113.214837,28.199369
,42,113.214899,28.199303
,42,113.214984,28.199264
,42,113.215057,28.199262
,42,113.215432,28.199287
,43,113.216284,28.199123
,43,113.216224,28.199229
,43,113.216156,28.199281
,43,113.216063,28.199323
,43,113.216022,28.199323
,44,113.216268,28.199436
,44,113.216203,28.199313
,44,113.216156,28.199281
,44,113.215851,28.199077
,44,113.215639,28.198943
,44,113.215026,28.198560
,45,113.215851,28.199077
,45,113.215980,28.199077
,45,113.216087,28.199061
,45,113.216203,28.199000
,45,113.216278,28.198880
,45,113.216305,28.198845
,46,113.216323,28.198566
,46,113.216265,28.198473
,46,113.216184,28.198402
,46,113.216113,28.198379
,46,113.215848,28.198337
,46,113.215395,28.198266
,47,113.216113,28.198379
,47,113.216164,28.198373
,47,113.216236,28.198344
,47,113.216295,28.198292
,47,113.216341,28.198205
,48,113.216349,28.198069
,48,113.216291,28.197969
,48,113.216205,28.197904
,48,113.216145,28.197880
,48,113.215422,28.197830
,49,113.216145,28.197880
,49,113.216206,28.197866
,49,113.216266,28.197837
,49,113.216331,28.197772
,49,113.216365,28.197724
,50,113.216876,28.197637
,50,113.216645,28.197617
,50,113.216577,28.197629
,50,113.216504,28.197672
,50,113.216425,28.197748
,50,113.216358,28.197820
,51,113.216645,28.197617
,51,113.216536,28.197554
,51,113.216439,28.197462
,51,113.216405,28.197383
,51,113.216381,28.197334
,52,113.216392,28.197210
,52,113.216329,28.197125
,52,113.216257,28.197072
,52,113.216187,28.197054
,52,113.216111,28.197044
,52,113.216080,28.197046
,52,113.215794,28.197158
,52,113.215303,28.197476
,53,113.216111,28.197044
,53,113.216184,28.197031
,53,113.216286,28.196988
,53,113.216328,28.196965
,53,113.216383,28.196912
,53,113.216415,28.196846
,54,113.216402,28.197079
,54,113.216370,28.197023
,54,113.216328,28.196965
,54,113.216257,28.196921
,54,113.216208,28.196900
,54,113.215828,28.196923
,54,113.214965,28.197038
,55,113.216208,28.196900
,55,113.216286,28.196876
,55,113.216345,28.196834
,55,113.216399,28.196766
,55,113.216425,28.196722
,56,113.216425,28.196722
,56,113.216397,28.196671
,56,113.216345,28.196611
,56,113.216245,28.196556
,56,113.216226,28.196546
,56,113.214949,28.196553
,57,113.216226,28.196546
,57,113.216305,28.196520
,57,113.216379,28.196478
,57,113.216446,28.196402
,58,113.216446,28.196402
,58,113.216397,28.196340
,58,113.216303,28.196247
,58,113.216206,28.196216
,58,113.215167,28.196019
,59,113.216417,28.200583
,59,113.216320,28.200506
,59,113.216245,28.200397
,59,113.216216,28.200325
,59,113.216258,28.199553
,59,113.216268,28.199436
,59,113.216284,28.199123
,59,113.216305,28.198845
,59,113.216323,28.198566
,59,113.216341,28.198205
,59,113.216349,28.198069
,59,113.216358,28.197820
,59,113.216365,28.197724
,59,113.216381,28.197334
,59,113.216392,28.197210
,59,113.216402,28.197079
,59,113.216415,28.196846
,59,113.216425,28.196722
,59,113.216446,28.196402
,59,113.216472,28.195989
,60,113.216206,28.196216
,60,113.216320,28.196171
,60,113.216402,28.196111
,60,113.216472,28.195989
,61,113.216475,28.195943
,61,113.216439,28.195852
,61,113.216373,28.195770
,61,113.216261,28.195716
,61,113.215565,28.195668
,62,113.216261,28.195716
,62,113.216352,28.195698
,62,113.216410,28.195650
,62,113.216449,28.195616
,62,113.216488,28.195574
,63,113.216514,28.195254
,63,113.216475,28.195140
,63,113.216425,28.195090
,63,113.216368,28.195043
,63,113.216278,28.195017
,63,113.216171,28.195027
,63,113.216100,28.195045
,63,113.215633,28.195206
,64,113.216171,28.195027
,64,113.216297,28.194978
,64,113.216376,28.194960
,64,113.216420,28.194936
,64,113.216478,28.194886
,64,113.216533,28.194804
,65,113.215725,28.194076
,65,113.215642,28.194067
,65,113.215557,28.194088
,65,113.215393,28.194201
,65,113.215264,28.194361
,66,113.216543,28.194558
,66,113.216472,28.194446
,66,113.216312,28.194343
,66,113.215725,28.194076
,67,113.216539,28.194646
,67,113.216494,28.194540
,67,113.216418,28.194437
,67,113.216321,28.194372
,67,113.216239,28.194357
,67,113.216164,28.194362
,67,113.216029,28.194429
,67,113.215518,28.194826
,68,113.216472,28.195989
,68,113.216475,28.195943
,68,113.216488,28.195574
,68,113.216514,28.195254
,68,113.216533,28.194804
,68,113.216539,28.194646
,69,113.216539,28.194646
,69,113.216543,28.194558
,70,113.216552,28.194331
,70,113.216598,28.194192
,70,113.216700,28.194071
,70,113.216822,28.194014
,70,113.216966,28.194003
,70,113.217114,28.194032
,71,113.216966,28.194003
,71,113.216784,28.193903
,71,113.216636,28.193786
,71,113.216564,28.193694
,71,113.216501,28.193548
,72,113.215725,28.194076
,72,113.215639,28.194037
,73,113.215639,28.194037
,73,113.214792,28.193651
,74,113.216543,28.194558
,74,113.216552,28.194331
,74,113.216513,28.193986
,75,113.216513,28.193986
,75,113.216488,28.193762
,75,113.216501,28.193548
,76,113.216966,28.194003
,76,113.216513,28.193986
,77,113.216513,28.193986
,77,113.216428,28.193870
